Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending)
011-000002616,437,11,Department of Justice,,,,31/01/2014,
011-000002616,437,11,Department of Justice,,,,27/07/2016,
011-000002616,437,11,Department of Justice,,,,27/07/2016,
011-000002616,437,11,Department of Justice,,,,27/07/2016,
011-000002616,437,11,Department of Justice,,,,,
011-000002616,437,11,Department of Justice,,,,,
011-000003211,441,11,Department of Justice,,,,,
011-000003211,441,11,Department of Justice,,,,,
011-000003211,441,11,Department of Justice,,,,,
011-000003211,441,11,Department of Justice,,,,29/09/2016,
011-000003211,441,11,Department of Justice,,,,27/09/2016,
011-000002909,443,11,Department of Justice,,,,,
011-000002909,443,11,Department of Justice,,,,14/07/2016,
011-000002909,443,11,Department of Justice,,,,,
011-000002909,443,11,Department of Justice,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,15/05/2015,
021-542850483,446,21,Department of Transportation,,,,30/09/2019,
021-542850483,446,21,Department of Transportation,,,,30/09/2019,
021-542850483,446,21,Department of Transportation,,,,02/03/2014,
021-542850483,446,21,Department of Transportation,,,,19/08/2013,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,30/09/2013,
021-542850483,446,21,Department of Transportation,,,,30/09/2015,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,30/09/2015,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,30/09/2016,
021-542850483,446,21,Department of Transportation,,,,30/09/2016,
021-542850483,446,21,Department of Transportation,,,,30/09/2016,
021-542850483,446,21,Department of Transportation,,,,30/09/2019,
021-542850483,446,21,Department of Transportation,,,,30/09/2019,
021-542850483,446,21,Department of Transportation,,,,30/09/2015,
021-542850483,446,21,Department of Transportation,,,,30/09/2016,
021-542850483,446,21,Department of Transportation,,,,30/09/2015,
021-542850483,446,21,Department of Transportation,,,,30/09/2017,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,30/09/2016,
021-542850483,446,21,Department of Transportation,,,,30/09/2019,
021-542850483,446,21,Department of Transportation,,,,30/09/2019,
021-542850483,446,21,Department of Transportation,,,,30/09/2016,
021-542850483,446,21,Department of Transportation,,,,30/09/2016,
021-542850483,446,21,Department of Transportation,,,,30/09/2016,
021-542850483,446,21,Department of Transportation,,,,30/09/2015,
021-542850483,446,21,Department of Transportation,,,,30/09/2017,
021-542850483,446,21,Department of Transportation,,,,30/09/2015,
021-542850483,446,21,Department of Transportation,,,,30/09/2017,
021-542850483,446,21,Department of Transportation,,,,27/09/2016,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
021-542850483,446,21,Department of Transportation,,,,,
422-000000032,450,422,National Science Foundation,,,,,
422-000000032,450,422,National Science Foundation,,,,,
422-000000032,450,422,National Science Foundation,,,,,
422-000001327,451,422,National Science Foundation,,,,,
422-000001327,451,422,National Science Foundation,,,,,
422-000001361,454,422,National Science Foundation,,,,,
422-000001361,454,422,National Science Foundation,,,,,
028-000001004,461,28,Small Business Administration,,,,,
028-000001004,461,28,Small Business Administration,,,,,
028-000005001,462,28,Small Business Administration,,,,,
028-000005001,462,28,Small Business Administration,,,,,
028-000005001,462,28,Small Business Administration,,,,,
028-000005001,462,28,Small Business Administration,,,,,
028-000005001,462,28,Small Business Administration,,,,,
028-000005001,462,28,Small Business Administration,Firm Fixed Price,N,27/06/2013,29/09/2017,U
028-000005001,462,28,Small Business Administration,,,,14/05/2018,
028-000005001,462,28,Small Business Administration,,,,,
028-000005001,462,28,Small Business Administration,,,,,
028-000005001,462,28,Small Business Administration,,,,,
028-000005001,462,28,Small Business Administration,,,,,
028-000005001,462,28,Small Business Administration,,,,,
028-000005001,462,28,Small Business Administration,,,,,
028-000005001,462,28,Small Business Administration,,,,,
028-000005001,462,28,Small Business Administration,,,,30/06/2016,
028-000005001,462,28,Small Business Administration,,,,,
029-666666265,468,29,Department of Veterans Affairs,,,,29/09/2016,
029-666666265,468,29,Department of Veterans Affairs,,,,,
029-666666265,468,29,Department of Veterans Affairs,,,,18/04/2016,
029-666666265,468,29,Department of Veterans Affairs,,,,,
029-666666265,468,29,Department of Veterans Affairs,,,,19/03/2016,
029-666666265,468,29,Department of Veterans Affairs,,,,13/05/2016,
029-666666265,468,29,Department of Veterans Affairs,,,,01/06/2017,
029-666666265,468,29,Department of Veterans Affairs,,,,30/06/2017,
029-666666265,468,29,Department of Veterans Affairs,,,,13/04/2016,
029-666666265,468,29,Department of Veterans Affairs,,,,22/09/2017,
029-666666265,468,29,Department of Veterans Affairs,,,,25/09/2016,
029-666666265,468,29,Department of Veterans Affairs,,N,01/07/2015,30/06/2017,N
029-666666265,468,29,Department of Veterans Affairs,,N,07/04/2015,06/05/2018,N
029-666666265,468,29,Department of Veterans Affairs,,,,,
029-666666265,468,29,Department of Veterans Affairs,,N,09/06/2015,03/06/2016,N
029-666666265,468,29,Department of Veterans Affairs,,N,04/06/2016,03/06/2017,N
029-666666265,468,29,Department of Veterans Affairs,,,,,
029-666666265,468,29,Department of Veterans Affairs,,N,18/06/2015,30/06/2018,N
029-666666265,468,29,Department of Veterans Affairs,,N,01/07/2015,30/06/2016,N
029-666666265,468,29,Department of Veterans Affairs,Firm Fixed Price,N,31/08/2014,30/08/2016,N
029-666666265,468,29,Department of Veterans Affairs,,N,29/05/2015,31/05/2017,N
029-666666265,468,29,Department of Veterans Affairs,,N,12/06/2015,11/06/2017,N
029-666666268,469,29,Department of Veterans Affairs,,,,10/05/2018,
029-666666268,469,29,Department of Veterans Affairs,,,,29/03/2018,
029-666666268,469,29,Department of Veterans Affairs,,,,11/05/2016,
029-666666268,469,29,Department of Veterans Affairs,,,,22/03/2016,
029-666666268,469,29,Department of Veterans Affairs,,,,03/06/2018,
029-666666268,469,29,Department of Veterans Affairs,,,,25/06/2018,
029-666666268,469,29,Department of Veterans Affairs,,,,29/04/2018,
029-666666268,469,29,Department of Veterans Affairs,,,,13/04/2018,
029-666666268,469,29,Department of Veterans Affairs,,,,02/10/2017,
029-666666109,470,29,Department of Veterans Affairs,,,,,
029-666666109,470,29,Department of Veterans Affairs,,,,,
029-666666109,470,29,Department of Veterans Affairs,,,,,
029-666666109,470,29,Department of Veterans Affairs,,,,,
029-666666109,470,29,Department of Veterans Affairs,,,,,
029-666666109,470,29,Department of Veterans Affairs,,,,,
029-666666109,470,29,Department of Veterans Affairs,,,,,
029-666666109,470,29,Department of Veterans Affairs,,,,,
029-666666109,470,29,Department of Veterans Affairs,,,,,
029-666666109,470,29,Department of Veterans Affairs,,,,,
029-666666109,470,29,Department of Veterans Affairs,,,,,
029-666666109,470,29,Department of Veterans Affairs,,,,,
029-666666264,471,29,Department of Veterans Affairs,,,,30/06/2017,
029-666666264,471,29,Department of Veterans Affairs,,,,,
029-777777106,472,29,Department of Veterans Affairs,,,,11/04/2017,
029-777777106,472,29,Department of Veterans Affairs,,,,28/02/2017,
029-777777106,472,29,Department of Veterans Affairs,,,,17/09/2017,
029-777777106,472,29,Department of Veterans Affairs,Time and Materials,N,20/09/2012,19/09/2016,N
029-777777106,472,29,Department of Veterans Affairs,,N,02/04/2015,23/05/2016,N
029-777777109,474,29,Department of Veterans Affairs,,,,31/03/2016,
029-777777109,474,29,Department of Veterans Affairs,,,,30/04/2016,
029-777777109,474,29,Department of Veterans Affairs,,,,12/05/2019,
029-777777109,474,29,Department of Veterans Affairs,,,,30/05/2016,
029-777777109,474,29,Department of Veterans Affairs,,,,14/06/2016,
029-777777109,474,29,Department of Veterans Affairs,,,,15/07/2016,
029-777777109,474,29,Department of Veterans Affairs,,,,14/09/2016,
029-777777109,474,29,Department of Veterans Affairs,,,,30/09/2017,
029-777777109,474,29,Department of Veterans Affairs,,,,13/12/2017,
029-777777109,474,29,Department of Veterans Affairs,,,,30/06/2016,
029-777777109,474,29,Department of Veterans Affairs,,,,31/12/2016,
029-777777109,474,29,Department of Veterans Affairs,,,,09/01/2017,
029-777777109,474,29,Department of Veterans Affairs,,,,24/02/2017,
029-777777109,474,29,Department of Veterans Affairs,,,,06/04/2017,
029-777777109,474,29,Department of Veterans Affairs,,,,29/04/2017,
029-777777109,474,29,Department of Veterans Affairs,,,,30/09/2019,
029-777777109,474,29,Department of Veterans Affairs,,,,30/09/2017,
029-777777109,474,29,Department of Veterans Affairs,,,,12/11/2016,
029-777777109,474,29,Department of Veterans Affairs,,,,27/01/2018,
029-777777109,474,29,Department of Veterans Affairs,,,,14/03/2018,
029-777777109,474,29,Department of Veterans Affairs,,,,06/05/2016,
029-777777109,474,29,Department of Veterans Affairs,,,,30/09/2016,
029-777777109,474,29,Department of Veterans Affairs,,,,12/11/2018,
029-777777109,474,29,Department of Veterans Affairs,,,,30/12/2018,
029-777777109,474,29,Department of Veterans Affairs,,,,23/05/2016,
029-777777109,474,29,Department of Veterans Affairs,,,,03/05/2019,
029-777777109,474,29,Department of Veterans Affairs,,,,14/06/2019,
029-777777109,474,29,Department of Veterans Affairs,,,,20/06/2019,
029-777777109,474,29,Department of Veterans Affairs,,,,29/06/2019,
029-777777109,474,29,Department of Veterans Affairs,,,,31/07/2019,
029-777777109,474,29,Department of Veterans Affairs,,,,13/07/2017,
029-777777109,474,29,Department of Veterans Affairs,,,,31/08/2019,
029-777777109,474,29,Department of Veterans Affairs,,,,30/09/2019,
029-777777109,474,29,Department of Veterans Affairs,,,,11/12/2020,
029-777777109,474,29,Department of Veterans Affairs,,,,28/08/2015,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
029-777777110,475,29,Department of Veterans Affairs,,,,,
